sample_id,design_id,filename,hour,minute,second,time_string,font,bg_color,text_color,has_design
439,1,clock_screenshots/digital_clock_00439.png,12,11,35,12:11:35,ATOMICCLOCKRADIO.TTF,"rgb(169, 167, 190)","rgb(33, 30, 72)",True
440,1,clock_screenshots/digital_clock_00440.png,12,29,26,12:29:26,ATOMICCLOCKRADIO.TTF,"rgb(169, 167, 190)","rgb(33, 30, 72)",True
441,1,clock_screenshots/digital_clock_00441.png,9,15,13,09:15:13,ATOMICCLOCKRADIO.TTF,"rgb(169, 167, 190)","rgb(33, 30, 72)",True
442,1,clock_screenshots/digital_clock_00442.png,4,16,39,04:16:39,ATOMICCLOCKRADIO.TTF,"rgb(169, 167, 190)","rgb(33, 30, 72)",True
443,1,clock_screenshots/digital_clock_00443.png,8,28,0,08:28:00,ATOMICCLOCKRADIO.TTF,"rgb(169, 167, 190)","rgb(33, 30, 72)",True
444,1,clock_screenshots/digital_clock_00444.png,23,28,0,23:28:00,ATOMICCLOCKRADIO.TTF,"rgb(169, 167, 190)","rgb(33, 30, 72)",True
445,1,clock_screenshots/digital_clock_00445.png,12,44,20,12:44:20,ATOMICCLOCKRADIO.TTF,"rgb(169, 167, 190)","rgb(33, 30, 72)",True
446,1,clock_screenshots/digital_clock_00446.png,9,12,10,09:12:10,ATOMICCLOCKRADIO.TTF,"rgb(169, 167, 190)","rgb(33, 30, 72)",True
447,1,clock_screenshots/digital_clock_00447.png,15,56,34,15:56:34,ATOMICCLOCKRADIO.TTF,"rgb(169, 167, 190)","rgb(33, 30, 72)",True
448,1,clock_screenshots/digital_clock_00448.png,23,0,14,23:00:14,ATOMICCLOCKRADIO.TTF,"rgb(169, 167, 190)","rgb(33, 30, 72)",True
449,1,clock_screenshots/digital_clock_00449.png,1,55,59,01:55:59,ATOMICCLOCKRADIO.TTF,"rgb(169, 167, 190)","rgb(33, 30, 72)",True
450,1,clock_screenshots/digital_clock_00450.png,2,5,32,02:05:32,ATOMICCLOCKRADIO.TTF,"rgb(169, 167, 190)","rgb(33, 30, 72)",True
451,1,clock_screenshots/digital_clock_00451.png,11,53,46,11:53:46,ATOMICCLOCKRADIO.TTF,"rgb(169, 167, 190)","rgb(33, 30, 72)",True
452,1,clock_screenshots/digital_clock_00452.png,4,37,16,04:37:16,ATOMICCLOCKRADIO.TTF,"rgb(169, 167, 190)","rgb(33, 30, 72)",True
453,1,clock_screenshots/digital_clock_00453.png,9,17,41,09:17:41,ATOMICCLOCKRADIO.TTF,"rgb(169, 167, 190)","rgb(33, 30, 72)",True
454,1,clock_screenshots/digital_clock_00454.png,1,6,30,01:06:30,ATOMICCLOCKRADIO.TTF,"rgb(169, 167, 190)","rgb(33, 30, 72)",True
455,1,clock_screenshots/digital_clock_00455.png,9,16,58,09:16:58,ATOMICCLOCKRADIO.TTF,"rgb(169, 167, 190)","rgb(33, 30, 72)",True
456,1,clock_screenshots/digital_clock_00456.png,1,17,59,01:17:59,ATOMICCLOCKRADIO.TTF,"rgb(169, 167, 190)","rgb(33, 30, 72)",True
457,1,clock_screenshots/digital_clock_00457.png,4,44,53,04:44:53,ATOMICCLOCKRADIO.TTF,"rgb(169, 167, 190)","rgb(33, 30, 72)",True
458,1,clock_screenshots/digital_clock_00458.png,15,44,34,15:44:34,ATOMICCLOCKRADIO.TTF,"rgb(169, 167, 190)","rgb(33, 30, 72)",True
459,1,clock_screenshots/digital_clock_00459.png,17,19,47,17:19:47,ATOMICCLOCKRADIO.TTF,"rgb(169, 167, 190)","rgb(33, 30, 72)",True
460,1,clock_screenshots/digital_clock_00460.png,22,14,56,22:14:56,ATOMICCLOCKRADIO.TTF,"rgb(169, 167, 190)","rgb(33, 30, 72)",True
461,1,clock_screenshots/digital_clock_00461.png,12,9,56,12:09:56,ATOMICCLOCKRADIO.TTF,"rgb(169, 167, 190)","rgb(33, 30, 72)",True
462,1,clock_screenshots/digital_clock_00462.png,17,17,17,17:17:17,ATOMICCLOCKRADIO.TTF,"rgb(169, 167, 190)","rgb(33, 30, 72)",True
463,1,clock_screenshots/digital_clock_00463.png,18,58,24,18:58:24,ATOMICCLOCKRADIO.TTF,"rgb(169, 167, 190)","rgb(33, 30, 72)",True
464,1,clock_screenshots/digital_clock_00464.png,7,26,16,07:26:16,ATOMICCLOCKRADIO.TTF,"rgb(169, 167, 190)","rgb(33, 30, 72)",True
465,1,clock_screenshots/digital_clock_00465.png,21,23,18,21:23:18,ATOMICCLOCKRADIO.TTF,"rgb(169, 167, 190)","rgb(33, 30, 72)",True
466,1,clock_screenshots/digital_clock_00466.png,22,5,27,22:05:27,ATOMICCLOCKRADIO.TTF,"rgb(169, 167, 190)","rgb(33, 30, 72)",True
467,1,clock_screenshots/digital_clock_00467.png,7,28,1,07:28:01,ATOMICCLOCKRADIO.TTF,"rgb(169, 167, 190)","rgb(33, 30, 72)",True
468,1,clock_screenshots/digital_clock_00468.png,16,51,14,16:51:14,ATOMICCLOCKRADIO.TTF,"rgb(169, 167, 190)","rgb(33, 30, 72)",True
469,1,clock_screenshots/digital_clock_00469.png,19,16,57,19:16:57,ATOMICCLOCKRADIO.TTF,"rgb(169, 167, 190)","rgb(33, 30, 72)",True
470,1,clock_screenshots/digital_clock_00470.png,20,20,8,20:20:08,ATOMICCLOCKRADIO.TTF,"rgb(169, 167, 190)","rgb(33, 30, 72)",True
471,1,clock_screenshots/digital_clock_00471.png,14,7,8,14:07:08,ATOMICCLOCKRADIO.TTF,"rgb(169, 167, 190)","rgb(33, 30, 72)",True
472,1,clock_screenshots/digital_clock_00472.png,0,49,29,00:49:29,ATOMICCLOCKRADIO.TTF,"rgb(169, 167, 190)","rgb(33, 30, 72)",True
473,1,clock_screenshots/digital_clock_00473.png,19,59,57,19:59:57,ATOMICCLOCKRADIO.TTF,"rgb(169, 167, 190)","rgb(33, 30, 72)",True
474,1,clock_screenshots/digital_clock_00474.png,19,46,5,19:46:05,ATOMICCLOCKRADIO.TTF,"rgb(169, 167, 190)","rgb(33, 30, 72)",True
475,1,clock_screenshots/digital_clock_00475.png,10,6,37,10:06:37,ATOMICCLOCKRADIO.TTF,"rgb(169, 167, 190)","rgb(33, 30, 72)",True
476,1,clock_screenshots/digital_clock_00476.png,20,49,41,20:49:41,ATOMICCLOCKRADIO.TTF,"rgb(169, 167, 190)","rgb(33, 30, 72)",True
477,1,clock_screenshots/digital_clock_00477.png,13,51,39,13:51:39,ATOMICCLOCKRADIO.TTF,"rgb(169, 167, 190)","rgb(33, 30, 72)",True
478,1,clock_screenshots/digital_clock_00478.png,1,48,12,01:48:12,ATOMICCLOCKRADIO.TTF,"rgb(169, 167, 190)","rgb(33, 30, 72)",True
479,1,clock_screenshots/digital_clock_00479.png,11,30,29,11:30:29,ATOMICCLOCKRADIO.TTF,"rgb(169, 167, 190)","rgb(33, 30, 72)",True
480,1,clock_screenshots/digital_clock_00480.png,21,34,7,21:34:07,ATOMICCLOCKRADIO.TTF,"rgb(169, 167, 190)","rgb(33, 30, 72)",True
481,1,clock_screenshots/digital_clock_00481.png,20,56,9,20:56:09,ATOMICCLOCKRADIO.TTF,"rgb(169, 167, 190)","rgb(33, 30, 72)",True
482,1,clock_screenshots/digital_clock_00482.png,20,6,18,20:06:18,ATOMICCLOCKRADIO.TTF,"rgb(169, 167, 190)","rgb(33, 30, 72)",True
483,1,clock_screenshots/digital_clock_00483.png,5,17,26,05:17:26,ATOMICCLOCKRADIO.TTF,"rgb(169, 167, 190)","rgb(33, 30, 72)",True
484,1,clock_screenshots/digital_clock_00484.png,2,58,44,02:58:44,ATOMICCLOCKRADIO.TTF,"rgb(169, 167, 190)","rgb(33, 30, 72)",True
485,1,clock_screenshots/digital_clock_00485.png,0,55,34,00:55:34,ATOMICCLOCKRADIO.TTF,"rgb(169, 167, 190)","rgb(33, 30, 72)",True
486,1,clock_screenshots/digital_clock_00486.png,4,52,54,04:52:54,ATOMICCLOCKRADIO.TTF,"rgb(169, 167, 190)","rgb(33, 30, 72)",True
487,1,clock_screenshots/digital_clock_00487.png,13,35,57,13:35:57,ATOMICCLOCKRADIO.TTF,"rgb(169, 167, 190)","rgb(33, 30, 72)",True
488,1,clock_screenshots/digital_clock_00488.png,14,6,59,14:06:59,ATOMICCLOCKRADIO.TTF,"rgb(169, 167, 190)","rgb(33, 30, 72)",True
489,1,clock_screenshots/digital_clock_00489.png,6,6,27,06:06:27,ATOMICCLOCKRADIO.TTF,"rgb(169, 167, 190)","rgb(33, 30, 72)",True
490,1,clock_screenshots/digital_clock_00490.png,18,33,24,18:33:24,ATOMICCLOCKRADIO.TTF,"rgb(169, 167, 190)","rgb(33, 30, 72)",True
491,1,clock_screenshots/digital_clock_00491.png,3,48,13,03:48:13,ATOMICCLOCKRADIO.TTF,"rgb(169, 167, 190)","rgb(33, 30, 72)",True
492,1,clock_screenshots/digital_clock_00492.png,15,28,30,15:28:30,ATOMICCLOCKRADIO.TTF,"rgb(169, 167, 190)","rgb(33, 30, 72)",True
493,1,clock_screenshots/digital_clock_00493.png,0,31,31,00:31:31,ATOMICCLOCKRADIO.TTF,"rgb(169, 167, 190)","rgb(33, 30, 72)",True
494,1,clock_screenshots/digital_clock_00494.png,8,27,26,08:27:26,ATOMICCLOCKRADIO.TTF,"rgb(169, 167, 190)","rgb(33, 30, 72)",True
495,1,clock_screenshots/digital_clock_00495.png,2,42,49,02:42:49,ATOMICCLOCKRADIO.TTF,"rgb(169, 167, 190)","rgb(33, 30, 72)",True
496,1,clock_screenshots/digital_clock_00496.png,18,49,49,18:49:49,ATOMICCLOCKRADIO.TTF,"rgb(169, 167, 190)","rgb(33, 30, 72)",True
497,1,clock_screenshots/digital_clock_00497.png,14,56,35,14:56:35,ATOMICCLOCKRADIO.TTF,"rgb(169, 167, 190)","rgb(33, 30, 72)",True
498,1,clock_screenshots/digital_clock_00498.png,8,37,30,08:37:30,ATOMICCLOCKRADIO.TTF,"rgb(169, 167, 190)","rgb(33, 30, 72)",True
499,1,clock_screenshots/digital_clock_00499.png,20,31,4,20:31:04,ATOMICCLOCKRADIO.TTF,"rgb(169, 167, 190)","rgb(33, 30, 72)",True
500,1,clock_screenshots/digital_clock_00500.png,18,34,37,18:34:37,ATOMICCLOCKRADIO.TTF,"rgb(169, 167, 190)","rgb(33, 30, 72)",True
501,1,clock_screenshots/digital_clock_00501.png,17,20,20,17:20:20,ATOMICCLOCKRADIO.TTF,"rgb(169, 167, 190)","rgb(33, 30, 72)",True
502,1,clock_screenshots/digital_clock_00502.png,3,6,54,03:06:54,ATOMICCLOCKRADIO.TTF,"rgb(169, 167, 190)","rgb(33, 30, 72)",True
503,1,clock_screenshots/digital_clock_00503.png,8,4,23,08:04:23,ATOMICCLOCKRADIO.TTF,"rgb(169, 167, 190)","rgb(33, 30, 72)",True
504,1,clock_screenshots/digital_clock_00504.png,16,11,26,16:11:26,ATOMICCLOCKRADIO.TTF,"rgb(169, 167, 190)","rgb(33, 30, 72)",True
505,1,clock_screenshots/digital_clock_00505.png,7,29,36,07:29:36,ATOMICCLOCKRADIO.TTF,"rgb(169, 167, 190)","rgb(33, 30, 72)",True
506,1,clock_screenshots/digital_clock_00506.png,5,50,42,05:50:42,ATOMICCLOCKRADIO.TTF,"rgb(169, 167, 190)","rgb(33, 30, 72)",True
507,1,clock_screenshots/digital_clock_00507.png,21,59,9,21:59:09,ATOMICCLOCKRADIO.TTF,"rgb(169, 167, 190)","rgb(33, 30, 72)",True
508,1,clock_screenshots/digital_clock_00508.png,5,14,24,05:14:24,ATOMICCLOCKRADIO.TTF,"rgb(169, 167, 190)","rgb(33, 30, 72)",True
509,1,clock_screenshots/digital_clock_00509.png,0,29,44,00:29:44,ATOMICCLOCKRADIO.TTF,"rgb(169, 167, 190)","rgb(33, 30, 72)",True
510,1,clock_screenshots/digital_clock_00510.png,22,50,48,22:50:48,ATOMICCLOCKRADIO.TTF,"rgb(169, 167, 190)","rgb(33, 30, 72)",True
511,1,clock_screenshots/digital_clock_00511.png,13,56,19,13:56:19,ATOMICCLOCKRADIO.TTF,"rgb(169, 167, 190)","rgb(33, 30, 72)",True
512,1,clock_screenshots/digital_clock_00512.png,14,0,59,14:00:59,ATOMICCLOCKRADIO.TTF,"rgb(169, 167, 190)","rgb(33, 30, 72)",True
513,1,clock_screenshots/digital_clock_00513.png,21,14,55,21:14:55,ATOMICCLOCKRADIO.TTF,"rgb(169, 167, 190)","rgb(33, 30, 72)",True
514,1,clock_screenshots/digital_clock_00514.png,0,34,24,00:34:24,ATOMICCLOCKRADIO.TTF,"rgb(169, 167, 190)","rgb(33, 30, 72)",True
515,1,clock_screenshots/digital_clock_00515.png,10,10,58,10:10:58,ATOMICCLOCKRADIO.TTF,"rgb(169, 167, 190)","rgb(33, 30, 72)",True
516,1,clock_screenshots/digital_clock_00516.png,14,15,21,14:15:21,ATOMICCLOCKRADIO.TTF,"rgb(169, 167, 190)","rgb(33, 30, 72)",True
517,1,clock_screenshots/digital_clock_00517.png,9,37,18,09:37:18,ATOMICCLOCKRADIO.TTF,"rgb(169, 167, 190)","rgb(33, 30, 72)",True
518,1,clock_screenshots/digital_clock_00518.png,0,43,25,00:43:25,ATOMICCLOCKRADIO.TTF,"rgb(169, 167, 190)","rgb(33, 30, 72)",True
519,1,clock_screenshots/digital_clock_00519.png,8,30,11,08:30:11,ATOMICCLOCKRADIO.TTF,"rgb(169, 167, 190)","rgb(33, 30, 72)",True
520,1,clock_screenshots/digital_clock_00520.png,4,2,52,04:02:52,ATOMICCLOCKRADIO.TTF,"rgb(169, 167, 190)","rgb(33, 30, 72)",True
521,1,clock_screenshots/digital_clock_00521.png,10,6,19,10:06:19,ATOMICCLOCKRADIO.TTF,"rgb(169, 167, 190)","rgb(33, 30, 72)",True
522,1,clock_screenshots/digital_clock_00522.png,6,23,10,06:23:10,ATOMICCLOCKRADIO.TTF,"rgb(169, 167, 190)","rgb(33, 30, 72)",True
523,1,clock_screenshots/digital_clock_00523.png,5,6,43,05:06:43,ATOMICCLOCKRADIO.TTF,"rgb(169, 167, 190)","rgb(33, 30, 72)",True
524,1,clock_screenshots/digital_clock_00524.png,1,5,58,01:05:58,ATOMICCLOCKRADIO.TTF,"rgb(169, 167, 190)","rgb(33, 30, 72)",True
525,1,clock_screenshots/digital_clock_00525.png,4,52,42,04:52:42,ATOMICCLOCKRADIO.TTF,"rgb(169, 167, 190)","rgb(33, 30, 72)",True
526,1,clock_screenshots/digital_clock_00526.png,16,13,52,16:13:52,ATOMICCLOCKRADIO.TTF,"rgb(169, 167, 190)","rgb(33, 30, 72)",True
527,1,clock_screenshots/digital_clock_00527.png,2,3,14,02:03:14,ATOMICCLOCKRADIO.TTF,"rgb(169, 167, 190)","rgb(33, 30, 72)",True
528,1,clock_screenshots/digital_clock_00528.png,1,49,18,01:49:18,ATOMICCLOCKRADIO.TTF,"rgb(169, 167, 190)","rgb(33, 30, 72)",True
529,1,clock_screenshots/digital_clock_00529.png,5,22,51,05:22:51,ATOMICCLOCKRADIO.TTF,"rgb(169, 167, 190)","rgb(33, 30, 72)",True
530,1,clock_screenshots/digital_clock_00530.png,4,5,34,04:05:34,ATOMICCLOCKRADIO.TTF,"rgb(169, 167, 190)","rgb(33, 30, 72)",True
531,1,clock_screenshots/digital_clock_00531.png,20,2,48,20:02:48,ATOMICCLOCKRADIO.TTF,"rgb(169, 167, 190)","rgb(33, 30, 72)",True
532,1,clock_screenshots/digital_clock_00532.png,19,22,35,19:22:35,ATOMICCLOCKRADIO.TTF,"rgb(169, 167, 190)","rgb(33, 30, 72)",True
533,1,clock_screenshots/digital_clock_00533.png,14,21,6,14:21:06,ATOMICCLOCKRADIO.TTF,"rgb(169, 167, 190)","rgb(33, 30, 72)",True
534,1,clock_screenshots/digital_clock_00534.png,15,57,26,15:57:26,ATOMICCLOCKRADIO.TTF,"rgb(169, 167, 190)","rgb(33, 30, 72)",True
535,1,clock_screenshots/digital_clock_00535.png,19,38,14,19:38:14,ATOMICCLOCKRADIO.TTF,"rgb(169, 167, 190)","rgb(33, 30, 72)",True
536,1,clock_screenshots/digital_clock_00536.png,11,54,2,11:54:02,ATOMICCLOCKRADIO.TTF,"rgb(169, 167, 190)","rgb(33, 30, 72)",True
537,1,clock_screenshots/digital_clock_00537.png,13,13,5,13:13:05,ATOMICCLOCKRADIO.TTF,"rgb(169, 167, 190)","rgb(33, 30, 72)",True
538,1,clock_screenshots/digital_clock_00538.png,22,45,6,22:45:06,ATOMICCLOCKRADIO.TTF,"rgb(169, 167, 190)","rgb(33, 30, 72)",True
539,1,clock_screenshots/digital_clock_00539.png,13,40,22,13:40:22,ATOMICCLOCKRADIO.TTF,"rgb(169, 167, 190)","rgb(33, 30, 72)",True
540,1,clock_screenshots/digital_clock_00540.png,22,49,23,22:49:23,ATOMICCLOCKRADIO.TTF,"rgb(169, 167, 190)","rgb(33, 30, 72)",True
541,1,clock_screenshots/digital_clock_00541.png,17,16,35,17:16:35,ATOMICCLOCKRADIO.TTF,"rgb(169, 167, 190)","rgb(33, 30, 72)",True
542,1,clock_screenshots/digital_clock_00542.png,9,15,47,09:15:47,ATOMICCLOCKRADIO.TTF,"rgb(169, 167, 190)","rgb(33, 30, 72)",True
543,1,clock_screenshots/digital_clock_00543.png,23,43,12,23:43:12,ATOMICCLOCKRADIO.TTF,"rgb(169, 167, 190)","rgb(33, 30, 72)",True
544,1,clock_screenshots/digital_clock_00544.png,22,22,33,22:22:33,ATOMICCLOCKRADIO.TTF,"rgb(169, 167, 190)","rgb(33, 30, 72)",True
545,1,clock_screenshots/digital_clock_00545.png,20,54,51,20:54:51,ATOMICCLOCKRADIO.TTF,"rgb(169, 167, 190)","rgb(33, 30, 72)",True
546,1,clock_screenshots/digital_clock_00546.png,4,14,49,04:14:49,ATOMICCLOCKRADIO.TTF,"rgb(169, 167, 190)","rgb(33, 30, 72)",True
547,1,clock_screenshots/digital_clock_00547.png,8,2,20,08:02:20,ATOMICCLOCKRADIO.TTF,"rgb(169, 167, 190)","rgb(33, 30, 72)",True
548,1,clock_screenshots/digital_clock_00548.png,1,58,46,01:58:46,ATOMICCLOCKRADIO.TTF,"rgb(169, 167, 190)","rgb(33, 30, 72)",True
549,1,clock_screenshots/digital_clock_00549.png,20,13,16,20:13:16,ATOMICCLOCKRADIO.TTF,"rgb(169, 167, 190)","rgb(33, 30, 72)",True
550,1,clock_screenshots/digital_clock_00550.png,19,25,19,19:25:19,ATOMICCLOCKRADIO.TTF,"rgb(169, 167, 190)","rgb(33, 30, 72)",True
551,1,clock_screenshots/digital_clock_00551.png,19,15,56,19:15:56,ATOMICCLOCKRADIO.TTF,"rgb(169, 167, 190)","rgb(33, 30, 72)",True
552,1,clock_screenshots/digital_clock_00552.png,2,11,17,02:11:17,ATOMICCLOCKRADIO.TTF,"rgb(169, 167, 190)","rgb(33, 30, 72)",True
553,1,clock_screenshots/digital_clock_00553.png,1,0,11,01:00:11,ATOMICCLOCKRADIO.TTF,"rgb(169, 167, 190)","rgb(33, 30, 72)",True
554,1,clock_screenshots/digital_clock_00554.png,13,47,8,13:47:08,ATOMICCLOCKRADIO.TTF,"rgb(169, 167, 190)","rgb(33, 30, 72)",True
555,1,clock_screenshots/digital_clock_00555.png,15,54,40,15:54:40,ATOMICCLOCKRADIO.TTF,"rgb(169, 167, 190)","rgb(33, 30, 72)",True
556,1,clock_screenshots/digital_clock_00556.png,5,16,29,05:16:29,ATOMICCLOCKRADIO.TTF,"rgb(169, 167, 190)","rgb(33, 30, 72)",True
557,1,clock_screenshots/digital_clock_00557.png,12,4,44,12:04:44,ATOMICCLOCKRADIO.TTF,"rgb(169, 167, 190)","rgb(33, 30, 72)",True
558,1,clock_screenshots/digital_clock_00558.png,3,7,11,03:07:11,ATOMICCLOCKRADIO.TTF,"rgb(169, 167, 190)","rgb(33, 30, 72)",True
559,1,clock_screenshots/digital_clock_00559.png,11,9,7,11:09:07,ATOMICCLOCKRADIO.TTF,"rgb(169, 167, 190)","rgb(33, 30, 72)",True
560,1,clock_screenshots/digital_clock_00560.png,14,51,16,14:51:16,ATOMICCLOCKRADIO.TTF,"rgb(169, 167, 190)","rgb(33, 30, 72)",True
561,1,clock_screenshots/digital_clock_00561.png,8,16,9,08:16:09,ATOMICCLOCKRADIO.TTF,"rgb(169, 167, 190)","rgb(33, 30, 72)",True
562,1,clock_screenshots/digital_clock_00562.png,14,50,27,14:50:27,ATOMICCLOCKRADIO.TTF,"rgb(169, 167, 190)","rgb(33, 30, 72)",True
563,1,clock_screenshots/digital_clock_00563.png,17,36,40,17:36:40,ATOMICCLOCKRADIO.TTF,"rgb(169, 167, 190)","rgb(33, 30, 72)",True
564,1,clock_screenshots/digital_clock_00564.png,16,19,41,16:19:41,ATOMICCLOCKRADIO.TTF,"rgb(169, 167, 190)","rgb(33, 30, 72)",True
565,1,clock_screenshots/digital_clock_00565.png,15,24,52,15:24:52,ATOMICCLOCKRADIO.TTF,"rgb(169, 167, 190)","rgb(33, 30, 72)",True
566,1,clock_screenshots/digital_clock_00566.png,18,12,32,18:12:32,ATOMICCLOCKRADIO.TTF,"rgb(169, 167, 190)","rgb(33, 30, 72)",True
567,1,clock_screenshots/digital_clock_00567.png,2,18,45,02:18:45,ATOMICCLOCKRADIO.TTF,"rgb(169, 167, 190)","rgb(33, 30, 72)",True
568,1,clock_screenshots/digital_clock_00568.png,10,20,49,10:20:49,ATOMICCLOCKRADIO.TTF,"rgb(169, 167, 190)","rgb(33, 30, 72)",True
569,1,clock_screenshots/digital_clock_00569.png,9,5,49,09:05:49,ATOMICCLOCKRADIO.TTF,"rgb(169, 167, 190)","rgb(33, 30, 72)",True
570,1,clock_screenshots/digital_clock_00570.png,4,48,57,04:48:57,ATOMICCLOCKRADIO.TTF,"rgb(169, 167, 190)","rgb(33, 30, 72)",True
571,1,clock_screenshots/digital_clock_00571.png,16,43,14,16:43:14,ATOMICCLOCKRADIO.TTF,"rgb(169, 167, 190)","rgb(33, 30, 72)",True
572,1,clock_screenshots/digital_clock_00572.png,20,39,13,20:39:13,ATOMICCLOCKRADIO.TTF,"rgb(169, 167, 190)","rgb(33, 30, 72)",True
573,1,clock_screenshots/digital_clock_00573.png,3,26,27,03:26:27,ATOMICCLOCKRADIO.TTF,"rgb(169, 167, 190)","rgb(33, 30, 72)",True
574,1,clock_screenshots/digital_clock_00574.png,16,55,46,16:55:46,ATOMICCLOCKRADIO.TTF,"rgb(169, 167, 190)","rgb(33, 30, 72)",True
575,1,clock_screenshots/digital_clock_00575.png,8,20,43,08:20:43,ATOMICCLOCKRADIO.TTF,"rgb(169, 167, 190)","rgb(33, 30, 72)",True
576,1,clock_screenshots/digital_clock_00576.png,5,27,17,05:27:17,ATOMICCLOCKRADIO.TTF,"rgb(169, 167, 190)","rgb(33, 30, 72)",True
577,1,clock_screenshots/digital_clock_00577.png,3,50,39,03:50:39,ATOMICCLOCKRADIO.TTF,"rgb(169, 167, 190)","rgb(33, 30, 72)",True
578,1,clock_screenshots/digital_clock_00578.png,17,28,48,17:28:48,ATOMICCLOCKRADIO.TTF,"rgb(169, 167, 190)","rgb(33, 30, 72)",True
579,1,clock_screenshots/digital_clock_00579.png,4,25,33,04:25:33,ATOMICCLOCKRADIO.TTF,"rgb(169, 167, 190)","rgb(33, 30, 72)",True
580,1,clock_screenshots/digital_clock_00580.png,13,1,13,13:01:13,ATOMICCLOCKRADIO.TTF,"rgb(169, 167, 190)","rgb(33, 30, 72)",True
581,1,clock_screenshots/digital_clock_00581.png,2,59,57,02:59:57,ATOMICCLOCKRADIO.TTF,"rgb(169, 167, 190)","rgb(33, 30, 72)",True
582,1,clock_screenshots/digital_clock_00582.png,9,58,30,09:58:30,ATOMICCLOCKRADIO.TTF,"rgb(169, 167, 190)","rgb(33, 30, 72)",True
583,1,clock_screenshots/digital_clock_00583.png,6,44,7,06:44:07,ATOMICCLOCKRADIO.TTF,"rgb(169, 167, 190)","rgb(33, 30, 72)",True
584,1,clock_screenshots/digital_clock_00584.png,7,22,40,07:22:40,ATOMICCLOCKRADIO.TTF,"rgb(169, 167, 190)","rgb(33, 30, 72)",True
585,1,clock_screenshots/digital_clock_00585.png,22,48,49,22:48:49,ATOMICCLOCKRADIO.TTF,"rgb(169, 167, 190)","rgb(33, 30, 72)",True
586,1,clock_screenshots/digital_clock_00586.png,16,27,51,16:27:51,ATOMICCLOCKRADIO.TTF,"rgb(169, 167, 190)","rgb(33, 30, 72)",True
587,1,clock_screenshots/digital_clock_00587.png,13,54,13,13:54:13,ATOMICCLOCKRADIO.TTF,"rgb(169, 167, 190)","rgb(33, 30, 72)",True
588,1,clock_screenshots/digital_clock_00588.png,12,17,51,12:17:51,ATOMICCLOCKRADIO.TTF,"rgb(169, 167, 190)","rgb(33, 30, 72)",True
589,1,clock_screenshots/digital_clock_00589.png,19,41,55,19:41:55,ATOMICCLOCKRADIO.TTF,"rgb(169, 167, 190)","rgb(33, 30, 72)",True
590,1,clock_screenshots/digital_clock_00590.png,14,41,26,14:41:26,ATOMICCLOCKRADIO.TTF,"rgb(169, 167, 190)","rgb(33, 30, 72)",True
591,1,clock_screenshots/digital_clock_00591.png,4,34,41,04:34:41,ATOMICCLOCKRADIO.TTF,"rgb(169, 167, 190)","rgb(33, 30, 72)",True
592,1,clock_screenshots/digital_clock_00592.png,9,2,36,09:02:36,ATOMICCLOCKRADIO.TTF,"rgb(169, 167, 190)","rgb(33, 30, 72)",True
593,1,clock_screenshots/digital_clock_00593.png,2,29,48,02:29:48,ATOMICCLOCKRADIO.TTF,"rgb(169, 167, 190)","rgb(33, 30, 72)",True
594,1,clock_screenshots/digital_clock_00594.png,16,27,42,16:27:42,ATOMICCLOCKRADIO.TTF,"rgb(169, 167, 190)","rgb(33, 30, 72)",True
595,1,clock_screenshots/digital_clock_00595.png,19,38,45,19:38:45,ATOMICCLOCKRADIO.TTF,"rgb(169, 167, 190)","rgb(33, 30, 72)",True
596,1,clock_screenshots/digital_clock_00596.png,13,54,50,13:54:50,ATOMICCLOCKRADIO.TTF,"rgb(169, 167, 190)","rgb(33, 30, 72)",True
597,1,clock_screenshots/digital_clock_00597.png,16,42,9,16:42:09,ATOMICCLOCKRADIO.TTF,"rgb(169, 167, 190)","rgb(33, 30, 72)",True
598,1,clock_screenshots/digital_clock_00598.png,13,18,25,13:18:25,ATOMICCLOCKRADIO.TTF,"rgb(169, 167, 190)","rgb(33, 30, 72)",True
599,1,clock_screenshots/digital_clock_00599.png,2,42,28,02:42:28,ATOMICCLOCKRADIO.TTF,"rgb(169, 167, 190)","rgb(33, 30, 72)",True
600,2,clock_screenshots/digital_clock_00600.png,20,6,49,20:06:49,digital-clock.ttf,"rgb(40, 104, 90)","rgb(149, 250, 228)",False
601,2,clock_screenshots/digital_clock_00601.png,16,5,12,16:05:12,digital-clock.ttf,"rgb(40, 104, 90)","rgb(149, 250, 228)",False
602,2,clock_screenshots/digital_clock_00602.png,4,35,56,04:35:56,digital-clock.ttf,"rgb(40, 104, 90)","rgb(149, 250, 228)",False
603,2,clock_screenshots/digital_clock_00603.png,3,22,46,03:22:46,digital-clock.ttf,"rgb(40, 104, 90)","rgb(149, 250, 228)",False
604,2,clock_screenshots/digital_clock_00604.png,17,10,40,17:10:40,digital-clock.ttf,"rgb(40, 104, 90)","rgb(149, 250, 228)",False
605,2,clock_screenshots/digital_clock_00605.png,3,42,18,03:42:18,digital-clock.ttf,"rgb(40, 104, 90)","rgb(149, 250, 228)",False
606,2,clock_screenshots/digital_clock_00606.png,15,28,57,15:28:57,digital-clock.ttf,"rgb(40, 104, 90)","rgb(149, 250, 228)",False
607,2,clock_screenshots/digital_clock_00607.png,6,35,16,06:35:16,digital-clock.ttf,"rgb(40, 104, 90)","rgb(149, 250, 228)",False
